Category: Tool Id: Solar Pickaxe Old Value: 334593 - Value: 334593 | Rap changed: 0%
Category: Pet Id: Lucki Wolf Old Value: 232187 - Value: 86 | Rap changed: -269885%
Category: Pet Id: Huge Leprechaun Dog Old Value: 1830097076 - Value: 191867241 | Rap changed: -854%
Category: Pet Id: Clover Butterfly Old Value: 206561 - Value: 206561 | Rap changed: 0%
Category: Pet Id: Clover Butterfly Old Value: 206561 - Value: 16054704 | Rap changed: 98%
Category: Pet Id: Lucki Tiger Old Value: 24821 - Value: 24821 | Rap changed: 0%
Category: Pet Id: Gargantuan Royal Beast Old Value: 230837999316 - Value: 230837999316 | Rap changed: 0%
Category: Pet Id: Lucki Dominus Old Value: 2209081 - Value: 2209081 | Rap changed: 0%
Category: Pet Id: Lucki Dominus Old Value: 2209081 - Value: 1094597 | Rap changed: -102%
Category: Pet Id: Clover Butterfly Old Value: 206561 - Value: 185 | Rap changed: -111555%
Category: Pet Id: Huge Lucki Tiger Old Value: 906756843 - Value: 3790400012 | Rap changed: 76%
Category: Pet Id: Lucki Dominus Old Value: 2209081 - Value: 1235 | Rap changed: -178773%
Category: Pet Id: Lucki Wolf Old Value: 232187 - Value: 5363738 | Rap changed: 95%
Category: Pet Id: Pot of Gold Cat Old Value: 47007 - Value: 47007 | Rap changed: 0%
Category: Pet Id: Huge Dot Matrix Cat Old Value: 527884018 - Value: 527884018 | Rap changed: 0%
Category: Pet Id: Dot Matrix Cat Old Value: 441153598 - Value: 441153598 | Rap changed: 0%
Category: Pet Id: Clover Butterfly Old Value: 206561 - Value: 5295672 | Rap changed: 96%
Category: Pet Id: Clover Peacock Old Value: 1556467 - Value: 182 | Rap changed: -855102%
Category: Pet Id: Ooze Corgi Old Value: 10614 - Value: 10614 | Rap changed: 0%
Category: Pet Id: Lucki Dominus Old Value: 2209081 - Value: 576939 | Rap changed: -283%
Category: Pet Id: Huge Lucki Monkey Old Value: 1033039718 - Value: 1033039718 | Rap changed: 0%
Category: Pet Id: Titanic Dot Matrix Kitsune Old Value: 17454349962 - Value: 17454349962 | Rap changed: 0%
Category: Pet Id: Clover Butterfly Old Value: 206561 - Value: 3750 | Rap changed: -5409%
Category: Pet Id: Clover Lion Old Value: 8951722 - Value: 482306 | Rap changed: -1757%
Category: Pet Id: Clover Peacock Old Value: 1556467 - Value: 2551489 | Rap changed: 38%
Category: Pet Id: Lucki Tiger Old Value: 24821 - Value: 19762709 | Rap changed: 99%
Category: Pet Id: Easter Fox Old Value: 15550 - Value: 8031 | Rap changed: -94%
Category: Pet Id: Lucki Monkey Old Value: 107860 - Value: 107860 | Rap changed: 0%
Category: Pet Id: Titanic Obsidian Dragon Old Value: 85000000000 - Value: 12104844995 | Rap changed: -603%
Category: Pet Id: Dot Matrix Cat Old Value: 441153598 - Value: 11264879 | Rap changed: -3817%
Category: Pet Id: Huge Nightmare Dog Old Value: 17399999899 - Value: 17399999899 | Rap changed: 0%
Category: Pet Id: Lucki Monkey Old Value: 107860 - Value: 276333 | Rap changed: 60%
Category: Pet Id: Huge Hell Monkey Old Value: 65608361 - Value: 65608361 | Rap changed: 0%
Category: Pet Id: Lucki Monkey Old Value: 107860 - Value: 800 | Rap changed: -13383%
Category: Pet Id: Huge Lucki Tiger Old Value: 906756843 - Value: 21799653 | Rap changed: -4060%
Category: Pet Id: Leprechaun Dog Old Value: 85488 - Value: 85488 | Rap changed: 0%
Category: Pet Id: Lucki Tiger Old Value: 24821 - Value: 202 | Rap changed: -12188%
Category: Pet Id: Leprechaun Dog Old Value: 85488 - Value: 72369665 | Rap changed: 99%
Category: Pet Id: Dot Matrix Axolotl Old Value: 18388720 - Value: 18388720 | Rap changed: 0%
Category: Pet Id: Lucki Cat Old Value: 38158 - Value: 38158 | Rap changed: 0%
Category: Pet Id: Leprechaun Dog Old Value: 85488 - Value: 530 | Rap changed: -16030%
Category: Pet Id: Claw Beast Old Value: 65531425 - Value: 10294742 | Rap changed: -537%
Category: Pet Id: Lucki Cat Old Value: 38158 - Value: 727 | Rap changed: -5149%
Category: Pet Id: Easter Golem Old Value: 100995514 - Value: 30799999937 | Rap changed: 99%
Category: Pet Id: Huge Lucki Monkey Old Value: 1033039718 - Value: 44455526 | Rap changed: -2224%
Category: Pet Id: Lucki Cat Old Value: 38158 - Value: 32868810 | Rap changed: 99%
Category: Pet Id: Titanic Owl Old Value: 118000001237 - Value: 100000000000 | Rap changed: -19%
Category: Pet Id: Enchanted Elephant Old Value: 1000 - Value: 1000 | Rap changed: 0%
Category: Pet Id: Huge Mining Raccoon Old Value: 74659076 - Value: 74366732 | Rap changed: -1%
Category: Pet Id: Huge Stacked Dominus Old Value: 6095501450 - Value: 6095501450 | Rap changed: 0%
Category: Pet Id: Kung Fu Monkey Old Value: 59000000 - Value: 59000000 | Rap changed: 0%
Category: Pet Id: Ninja Otter Old Value: 356000 - Value: 356000 | Rap changed: 0%
Category: Pet Id: Electric Fox Old Value: 8080 - Value: 8080 | Rap changed: 0%
Category: Pet Id: Huge Storm Axolotl Old Value: 1192283207 - Value: 1192283207 | Rap changed: 0%
Category: Pet Id: Huge Chroma Doodle Axolotl Old Value: 3534400006 - Value: 2984800000 | Rap changed: -19%
Category: Pet Id: Blue BIG Maskot Old Value: 23589376 - Value: 23589376 | Rap changed: 0%
Category: Pet Id: Ninja Otter Old Value: 356000 - Value: 2900000 | Rap changed: 87%
Category: Pet Id: Kung Fu Monkey Old Value: 59000000 - Value: 1200000 | Rap changed: -4817%
Category: Pet Id: Doodle Rhino Old Value: 87650006 - Value: 87650006 | Rap changed: 0%
Category: Pet Id: Titanic Signature BIG Maskot Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Pog Shark Old Value: 45320000 - Value: 45320000 | Rap changed: 0%
Category: Pet Id: Huge Storm Axolotl Old Value: 1192283207 - Value: 3349625605 | Rap changed: 64%
Category: Pet Id: Huge Hell Spider Old Value: 12413839875 - Value: 12413839875 | Rap changed: 0%
Category: Pet Id: Red Balloon Panda Old Value: 40504640 - Value: 40504640 | Rap changed: 0%
Category: Pet Id: Nature Axolotl Old Value: 34722310 - Value: 34722310 | Rap changed: 0%
Category: Pet Id: Pog Shark Old Value: 45320000 - Value: 398447999 | Rap changed: 88%
Category: Pet Id: Huge Spitting Dino Old Value: 5532000031 - Value: 827278508 | Rap changed: -569%
Category: Pet Id: Blue BIG Maskot Old Value: 23589376 - Value: 1703392 | Rap changed: -1285%
Category: Pet Id: Empyrean Lion Old Value: 4435428 - Value: 4435428 | Rap changed: 0%
Category: Pet Id: Pog Monkey Old Value: 18522560 - Value: 18522560 | Rap changed: 0%
Category: Pet Id: Red Balloon Panda Old Value: 40504640 - Value: 13268585 | Rap changed: -206%
Category: Pet Id: Tech Chest Mimic Old Value: 3035342 - Value: 3035342 | Rap changed: 0%
Category: Pet Id: Pog Monkey Old Value: 18522560 - Value: 45200000 | Rap changed: 59%
Category: Pet Id: Blue BIG Maskot Old Value: 23589376 - Value: 213351600 | Rap changed: 88%
Category: Pet Id: Huge Corn Cat Old Value: 6100000000 - Value: 6100000000 | Rap changed: 0%
Category: Pet Id: Pot of Gold Cat Old Value: 47007 - Value: 989313 | Rap changed: 95%
Category: Pet Id: Fancy Axolotl Old Value: 95200000 - Value: 95200000 | Rap changed: 0%
Category: Pet Id: Huge Blurred Axolotl Old Value: 12799999997 - Value: 12799999997 | Rap changed: 0%
Category: Pet Id: Huge Ninja Capybara Old Value: 1528186585 - Value: 1528186585 | Rap changed: 0%
Category: Pet Id: Pog Dragon Old Value: 5698374 - Value: 5698374 | Rap changed: 0%
Category: Pet Id: Huge Green Cobra Old Value: 2864173091 - Value: 90797949 | Rap changed: -3055%
Category: Pet Id: Noob Old Value: 1256430454 - Value: 1256430454 | Rap changed: 0%
Category: Pet Id: Ninja Snake Old Value: 1000000 - Value: 20880609 | Rap changed: 95%
Category: Pet Id: Obsidian Dragon Old Value: 350675 - Value: 350675 | Rap changed: 0%
Category: Pet Id: Camo Axolotl Old Value: 2940147 - Value: 2940147 | Rap changed: 0%
Category: Pet Id: Empyrean Lion Old Value: 4435428 - Value: 2642858 | Rap changed: -68%
Category: Pet Id: Sensei Penguin Old Value: 5000000000 - Value: 138143040 | Rap changed: -3520%
Category: Pet Id: Pog Dragon Old Value: 5698374 - Value: 5768836 | Rap changed: 1%
Category: Pet Id: Leprechaun Dog Old Value: 85488 - Value: 1493 | Rap changed: -5626%
Category: Pet Id: Huge Ladybug Old Value: 310900549 - Value: 310900549 | Rap changed: 0%
Category: Pet Id: Empyrean Lion Old Value: 4435428 - Value: 1145559 | Rap changed: -288%
Category: Pet Id: Chill Axolotl Old Value: 196446 - Value: 196446 | Rap changed: 0%
Category: Pet Id: Ninja Otter Old Value: 356000 - Value: 5098320 | Rap changed: 93%
Category: Pet Id: Huge Detective Terrier Old Value: 184352554 - Value: 184352554 | Rap changed: 0%
Category: Pet Id: Tech Chest Mimic Old Value: 3035342 - Value: 150601 | Rap changed: -1916%
Category: Pet Id: Chill Axolotl Old Value: 196446 - Value: 10137616 | Rap changed: 98%
Category: Pet Id: Huge Rogue Squid Old Value: 1098523145 - Value: 10352208 | Rap changed: -10512%
Category: Pet Id: Blue BIG Maskot Old Value: 23589376 - Value: 4601669 | Rap changed: -413%
Category: Pet Id: Huge Hubert Old Value: 1072233371 - Value: 1072233371 | Rap changed: 0%
Category: Pet Id: Huge Hell Spider Old Value: 12413839875 - Value: 187529203 | Rap changed: -6520%
Category: Pet Id: Titanic Pop Cat Old Value: 80599999750 - Value: 80599999750 | Rap changed: 0%
Category: Pet Id: Huge Pog Cat Old Value: 221522900 - Value: 221522900 | Rap changed: 0%
Category: Pet Id: Pog Monkey Old Value: 18522560 - Value: 1372308 | Rap changed: -1250%
Category: Pet Id: Titanic Owl Old Value: 118000001237 - Value: 9420312181 | Rap changed: -1153%
Category: Pet Id: Huge Pog Cat Old Value: 221522900 - Value: 331128354 | Rap changed: 33%
Category: Pet Id: Obsidian Dragon Old Value: 350675 - Value: 8195073 | Rap changed: 95%
Category: Pet Id: Titanic Doll Cat Old Value: 100000000000 - Value: 51000000000 | Rap changed: -97%
Category: Pet Id: Huge Sticky Lamb Old Value: 3139503997 - Value: 1601186368 | Rap changed: -97%
Category: Pet Id: Hippomelon Old Value: 8016000012 - Value: 37072419 | Rap changed: -21523%
Category: Pet Id: Fancy Axolotl Old Value: 95200000 - Value: 1194832 | Rap changed: -7868%
Category: Pet Id: Fancy Axolotl Old Value: 95200000 - Value: 500000000 | Rap changed: 80%
Category: Pet Id: Lucki Tiger Old Value: 24821 - Value: 1058 | Rap changed: -2247%
Category: Pet Id: Titanic Pop Cat Old Value: 80599999750 - Value: 15394476379 | Rap changed: -424%
Category: Pet Id: Huge Hubert Old Value: 1072233371 - Value: 960941579 | Rap changed: -12%
Category: Pet Id: Huge Pog Cat Old Value: 221522900 - Value: 1183564928 | Rap changed: 81%
Category: Pet Id: Titanic Hypnotic Monkey Old Value: 56580159893 - Value: 56580159893 | Rap changed: 0%
Category: Pet Id: Pog Monkey Old Value: 18522560 - Value: 467310 | Rap changed: -3864%
Category: Pet Id: Huge Detective Terrier Old Value: 184352554 - Value: 172973044 | Rap changed: -7%
Category: Pet Id: Red Balloon Panda Old Value: 40504640 - Value: 27993 | Rap changed: -144596%
Category: Pet Id: Huge Green Cobra Old Value: 2864173091 - Value: 151424092 | Rap changed: -1792%
Category: Pet Id: Noob Old Value: 1256430454 - Value: 16638354 | Rap changed: -7452%
Category: Pet Id: Ninja Snake Old Value: 1000000 - Value: 29428 | Rap changed: -3299%
Category: Pet Id: Pog Monkey Old Value: 18522560 - Value: 235504 | Rap changed: -7766%
Category: Pet Id: Hot Dooooog Old Value: 28106135 - Value: 28106135 | Rap changed: 0%
Category: Pet Id: Pog Dog Old Value: 225031 - Value: 225031 | Rap changed: 0%
Category: Pet Id: Doodle Corgi Old Value: 23580034 - Value: 801 | Rap changed: -2943725%
Category: Pet Id: Huge Blurred Axolotl Old Value: 12799999997 - Value: 4328000006 | Rap changed: -196%
Category: Pet Id: Huge Evil Deer Old Value: 870609223 - Value: 870609223 | Rap changed: 0%
Category: Pet Id: Huge Evil Deer Old Value: 870609223 - Value: 3451909798 | Rap changed: 74%
Category: Pet Id: Huge Evil Deer Old Value: 870609223 - Value: 478284034 | Rap changed: -83%
Category: Pet Id: Huge Nightmare Dog Old Value: 17399999899 - Value: 89810431950 | Rap changed: 80%
Category: Pet Id: Super Axolotl Old Value: 1799999998 - Value: 1799999998 | Rap changed: 0%
Category: Pet Id: Titanic Cupcake Pegasus Old Value: 65791999609 - Value: 65791999609 | Rap changed: 0%
Category: Pet Id: Titanic Sock Cat Old Value: 59999999866 - Value: 59999999866 | Rap changed: 0%
Category: Pet Id: Huge Blurred Axolotl Old Value: 12799999997 - Value: 8156262539 | Rap changed: -57%
Category: Pet Id: Titanic Jelly Kitsune Old Value: 12333442791 - Value: 70280000004 | Rap changed: 82%
Category: Pet Id: Titanic Cupcake Pegasus Old Value: 65791999609 - Value: 10590195700 | Rap changed: -522%
Category: Pet Id: Huge Super Spider Old Value: 604134156 - Value: 604134156 | Rap changed: 0%
Category: Pet Id: Jurassic Beaver Old Value: 281045939 - Value: 281045939 | Rap changed: 0%
Category: Pet Id: Hydra Cat Old Value: 3774692 - Value: 3774692 | Rap changed: 0%
Category: Pet Id: Super Axolotl Old Value: 1799999998 - Value: 23546126 | Rap changed: -7545%
Category: Pet Id: Ghoul Horse Old Value: 4966405 - Value: 4966405 | Rap changed: 0%
Category: Pet Id: Fairy Moth Old Value: 464765 - Value: 464765 | Rap changed: 0%
Category: Pet Id: Phantom Wolf Old Value: 109944830 - Value: 109944830 | Rap changed: 0%
Category: Pet Id: Hellhound Old Value: 554500 - Value: 554500 | Rap changed: 0%
Category: Pet Id: Super Seal Old Value: 1214965235 - Value: 1214965235 | Rap changed: 0%
Category: Pet Id: Super Seal Old Value: 1214965235 - Value: 9262807 | Rap changed: -13017%
Category: Pet Id: Titanic Cupcake Pegasus Old Value: 65791999609 - Value: 10589222862 | Rap changed: -522%
Category: Pet Id: Huge Arcade Dog Old Value: 80685849 - Value: 80685849 | Rap changed: 0%
Category: Pet Id: Huge Electric Werewolf Old Value: 12000000000 - Value: 12000000000 | Rap changed: 0%
Category: Pet Id: Super Bat Old Value: 18303010 - Value: 18303010 | Rap changed: 0%
Category: Pet Id: Lumi Axolotl Old Value: 9047768 - Value: 9047768 | Rap changed: 0%
Category: Pet Id: Huge Panther Old Value: 1630201759 - Value: 1630201759 | Rap changed: 0%
Category: Pet Id: Wicked Agony Old Value: 588248238 - Value: 588248238 | Rap changed: 0%
Category: Pet Id: Fairy Moth Old Value: 464765 - Value: 1831211 | Rap changed: 74%
Category: Pet Id: Huge Reindeer Axolotl Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Huge Blurred Axolotl Old Value: 12799999997 - Value: 96479371 | Rap changed: -13168%
Category: Pet Id: Huge Egg Chick Old Value: 238653998 - Value: 194777384 | Rap changed: -23%
Category: Pet Id: Hydra Cat Old Value: 3774692 - Value: 9888755 | Rap changed: 61%
Category: Pet Id: Huge Nightmare Sludge Old Value: 1235499194 - Value: 4213759997 | Rap changed: 70%
Category: Pet Id: Huge Arcade Dog Old Value: 80685849 - Value: 333896770 | Rap changed: 75%
Category: Pet Id: Error Cat Old Value: 567681 - Value: 567681 | Rap changed: 0%
Category: Pet Id: Ghoul Horse Old Value: 4966405 - Value: 15937540 | Rap changed: 68%
Category: Pet Id: Ghoul Horse Old Value: 4966405 - Value: 3493393 | Rap changed: -43%
Category: Pet Id: Emerald Owl Old Value: 66303315 - Value: 1181 | Rap changed: -5614068%
Category: Pet Id: Huge Electric Werewolf Old Value: 12000000000 - Value: 197220053 | Rap changed: -5985%
Category: Pet Id: Huge Evolved Mining Monkey Old Value: 1943999999 - Value: 20361330 | Rap changed: -9448%
Category: Pet Id: Fairy Moth Old Value: 464765 - Value: 1136587 | Rap changed: 59%
Category: Pet Id: Hellhound Old Value: 554500 - Value: 803434322 | Rap changed: 99%
Category: Pet Id: Huge Nightmare Dog Old Value: 17399999899 - Value: 72524103 | Rap changed: -23893%
Category: Pet Id: Super Seal Old Value: 1214965235 - Value: 9179985 | Rap changed: -13135%
Category: Pet Id: Huge Arcade Dog Old Value: 80685849 - Value: 94480997 | Rap changed: 14%
Category: Pet Id: Lumi Axolotl Old Value: 9047768 - Value: 2134262 | Rap changed: -324%
Category: Pet Id: Huge Raining Love Dog Old Value: 74191504 - Value: 74191504 | Rap changed: 0%
Category: Pet Id: Super Axolotl Old Value: 1799999998 - Value: 21101644 | Rap changed: -8431%
Category: Pet Id: Wicked Agony Old Value: 588248238 - Value: 1415743 | Rap changed: -41451%
Category: Pet Id: Huge Pastel Sock Bear Old Value: 1301839998 - Value: 198775476 | Rap changed: -555%
Category: Pet Id: Fairy Moth Old Value: 464765 - Value: 18068 | Rap changed: -2473%
Category: Pet Id: Gamer Shiba Old Value: 924084 - Value: 924084 | Rap changed: 0%
Category: Pet Id: Super Bat Old Value: 18303010 - Value: 8443443 | Rap changed: -117%
Category: Pet Id: Ghoul Horse Old Value: 4966405 - Value: 17758 | Rap changed: -27868%
Category: Pet Id: Immortuus Old Value: 16908799 - Value: 16908799 | Rap changed: 0%
Category: Pet Id: Hydra Cat Old Value: 3774692 - Value: 772761 | Rap changed: -389%
Category: Pet Id: Pixel Dragon Old Value: 2375712 - Value: 2375712 | Rap changed: 0%
Category: Pet Id: Titanic Mosaic Cat Old Value: 39575983995 - Value: 39575983995 | Rap changed: 0%
Category: Pet Id: Huge Super Spider Old Value: 604134156 - Value: 35589841 | Rap changed: -1598%
Category: Pet Id: Immortuus Old Value: 16908799 - Value: 25810 | Rap changed: -65413%
Category: Pet Id: Error Cat Old Value: 567681 - Value: 1360983 | Rap changed: 58%
Category: Pet Id: Error Cat Old Value: 567681 - Value: 920420 | Rap changed: 38%
Category: Pet Id: Gamer Shiba Old Value: 924084 - Value: 5332 | Rap changed: -17231%
Category: Pet Id: Fairy Moth Old Value: 464765 - Value: 1841 | Rap changed: -25146%
Category: Pet Id: Retro Bulldog Old Value: 8396 - Value: 8396 | Rap changed: 0%
Category: Pet Id: Hellhound Old Value: 554500 - Value: 47913 | Rap changed: -1058%
Category: Pet Id: Huge Raining Love Dog Old Value: 74191504 - Value: 55919920 | Rap changed: -33%
Category: Pet Id: Titanic Hologram Cat Old Value: 94500000000 - Value: 94500000000 | Rap changed: 0%
Category: Pet Id: Titanic Midnight Lion Old Value: 99000000000 - Value: 99000000000 | Rap changed: 0%
Category: Pet Id: Titanic Chad Gorilla Old Value: 102400001109 - Value: 102400001109 | Rap changed: 0%
Category: Pet Id: Loveserker Old Value: 916211204 - Value: 916211204 | Rap changed: 0%
Category: Pet Id: Titanic Jelly Dragon Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Titanic Loveserker Old Value: 18618261705 - Value: 18618261705 | Rap changed: 0%
Category: Pet Id: Huge Loveserker Old Value: 3207903993 - Value: 3207903993 | Rap changed: 0%
Category: Pet Id: Forged Robot Old Value: 10000 - Value: 10000 | Rap changed: 0%
Category: Pet Id: Huge Heartbreak Fairy Old Value: 900506786 - Value: 900506786 | Rap changed: 0%
Category: Pet Id: Huge Loveserker Old Value: 3207903993 - Value: 184883580 | Rap changed: -1636%
Category: Pet Id: Titanic Loveserker Old Value: 18618261705 - Value: 9632991612 | Rap changed: -94%
Category: Pet Id: Huge Electric Werewolf Old Value: 12000000000 - Value: 60690342 | Rap changed: -19673%
Category: Pet Id: Titanic Valentines Axolotl Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Huge Valentines Axolotl Old Value: 49173048 - Value: 49173048 | Rap changed: 0%
Category: Pet Id: Shattered Heart Agony Old Value: 399428 - Value: 399428 | Rap changed: 0%
Category: Pet Id: Jurassic Beaver Old Value: 281045939 - Value: 17271233 | Rap changed: -1528%
Category: Pet Id: Haxolotl Old Value: 50000 - Value: 50000 | Rap changed: 0%
Category: Pet Id: Huge Loveserker Old Value: 3207903993 - Value: 154705194 | Rap changed: -1974%
Category: Pet Id: Huge Shattered Heart Agony Old Value: 71005844 - Value: 71005844 | Rap changed: 0%
Category: Pet Id: Loveserker Old Value: 916211204 - Value: 18354678 | Rap changed: -4892%
Category: Pet Id: Mr. Love Cat Old Value: 1012 - Value: 1012 | Rap changed: 0%
Category: Pet Id: Huge Matryoshka Dino Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Huge Loveserker Old Value: 3207903993 - Value: 43992104 | Rap changed: -7192%
Category: Pet Id: Titanic Pilgrim Turkey Old Value: 100000000000 - Value: 100000000000 | Rap changed: 0%
Category: Pet Id: Huge Neon Griffin Old Value: 69000000000 - Value: 69000000000 | Rap changed: 0%
Category: Pet Id: Huge Loveserker Old Value: 3207903993 - Value: 26563050 | Rap changed: -11977%
Category: Pet Id: Huge Jurassic Crocodile Old Value: 327226641 - Value: 327226641 | Rap changed: 0%
Category: Pet Id: Shattered Heart Agony Old Value: 399428 - Value: 126278 | Rap changed: -217%
Category: Pet Id: Shattered Heart Agony Old Value: 399428 - Value: 19349 | Rap changed: -1965%
Category: Pet Id: Valentines Axolotl Old Value: 24110 - Value: 24110 | Rap changed: 0%
Category: Pet Id: Shattered Heart Agony Old Value: 399428 - Value: 2663 | Rap changed: -14900%
Category: Pet Id: Love Peacock Old Value: 621739 - Value: 621739 | Rap changed: 0%
Category: Pet Id: Mr. Love Cat Old Value: 1012 - Value: 294 | Rap changed: -245%
Category: Pet Id: Easter Dominus Old Value: 67218 - Value: 5413 | Rap changed: -1142%
Category: Pet Id: Mr. Love Cat Old Value: 1012 - Value: 205 | Rap changed: -394%
Category: Pet Id: Heartbreak Fairy Old Value: 13824980 - Value: 13824980 | Rap changed: 0%
Category: Pet Id: Huge Love Peacock Old Value: 250000000 - Value: 250000000 | Rap changed: 0%
Category: Pet Id: Mr. Love Cat Old Value: 1012 - Value: 259 | Rap changed: -291%
Category: Pet Id: Huge Aura Dominus Old Value: 1014614400 - Value: 82565998818 | Rap changed: 98%
Category: Pet Id: Raining Love Dog Old Value: 6549 - Value: 6549 | Rap changed: 0%
Category: Pet Id: Rose Garden Cat Old Value: 236272 - Value: 236272 | Rap changed: 0%
Category: Pet Id: Huge Heartbreak Fairy Old Value: 900506786 - Value: 24950084 | Rap changed: -3510%
Category: Pet Id: Heartbreak Fairy Old Value: 13824980 - Value: 378 | Rap changed: -3657303%
Category: Pet Id: Heartbreak Fairy Old Value: 13824980 - Value: 36401 | Rap changed: -37880%
Category: Pet Id: Huge Jurassic Crocodile Old Value: 327226641 - Value: 72010971 | Rap changed: -355%
Category: Pet Id: Heartbreak Fairy Old Value: 13824980 - Value: 923 | Rap changed: -1497731%
Category: Pet Id: Valentines Sloth Old Value: 21598 - Value: 21598 | Rap changed: 0%
Category: Pet Id: Valentines Sloth Old Value: 21598 - Value: 33858992 | Rap changed: 99%
Category: Pet Id: Rose Garden Cat Old Value: 236272 - Value: 23676 | Rap changed: -898%
Category: Pet Id: Valentines Axolotl Old Value: 24110 - Value: 780 | Rap changed: -2992%
Category: Pet Id: Rose Garden Cat Old Value: 236272 - Value: 1338 | Rap changed: -17559%
Category: Pet Id: Raining Love Dog Old Value: 6549 - Value: 6300 | Rap changed: -4%
Category: Pet Id: Valentines Axolotl Old Value: 24110 - Value: 854 | Rap changed: -2724%
Category: Pet Id: Rose Garden Cat Old Value: 236272 - Value: 52803201 | Rap changed: 99%
Category: Pet Id: Huge Love Peacock Old Value: 250000000 - Value: 295056598 | Rap changed: 15%
Category: Pet Id: Jurassic Crocodile Old Value: 4504841 - Value: 4504841 | Rap changed: 0%
Category: Pet Id: Valentines Sloth Old Value: 21598 - Value: 13643 | Rap changed: -59%
Category: Pet Id: Rose Garden Cat Old Value: 236272 - Value: 223 | Rap changed: -105852%
Category: Pet Id: Huge Holographic Monkey Old Value: 2501683567 - Value: 2501683567 | Rap changed: 0%
Category: Pet Id: Pink Poodle Old Value: 1080161 - Value: 1080161 | Rap changed: 0%
Category: Pet Id: Empyrean Lion Old Value: 4435428 - Value: 15754 | Rap changed: -28055%
Category: Pet Id: Titanic Love Corgi Old Value: 72861953705 - Value: 72861953705 | Rap changed: 0%
Category: Pet Id: Huge Love Corgi Old Value: 2201321735 - Value: 2201321735 | Rap changed: 0%
Category: Pet Id: Huge Rose Cat Old Value: 2000000000 - Value: 2000000000 | Rap changed: 0%
Category: Pet Id: Huge Love Corgi Old Value: 2201321735 - Value: 67879355 | Rap changed: -3143%
Category: Pet Id: Titanic M-14 PROTOTYPE Old Value: 39052857661 - Value: 39052857661 | Rap changed: 0%
Category: Pet Id: Holographic Corgi Old Value: 5000000 - Value: 5000000 | Rap changed: 0%
Category: Pet Id: Huge Valentines Bear Old Value: 199892737 - Value: 199892737 | Rap changed: 0%
Category: Pet Id: Rose Cat Old Value: 10417433 - Value: 10417433 | Rap changed: 0%
Category: Pet Id: Huge Valentines Unicorn Old Value: 7948537031 - Value: 7948537031 | Rap changed: 0%
Category: Pet Id: Love Cow Old Value: 334 - Value: 334 | Rap changed: 0%
Category: Pet Id: Huge Love Corgi Old Value: 2201321735 - Value: 135737083 | Rap changed: -1522%
Category: Pet Id: Titanic Valentines Cat Old Value: 62999999896 - Value: 62999999896 | Rap changed: 0%
Category: Pet Id: Valentines Owl Old Value: 3910 - Value: 3910 | Rap changed: 0%
Category: Pet Id: Huge Rose Cat Old Value: 2000000000 - Value: 178089658 | Rap changed: -1024%
Category: Pet Id: Valentines Bear Old Value: 4054 - Value: 4054 | Rap changed: 0%
Category: Pet Id: Rose Cat Old Value: 10417433 - Value: 8194 | Rap changed: -127035%
Category: Pet Id: Matryoshka Dino Old Value: 1516799998 - Value: 1516799998 | Rap changed: 0%
Category: Pet Id: Valentines Bear Old Value: 4054 - Value: 12303 | Rap changed: 67%
Category: Pet Id: Rose Cat Old Value: 10417433 - Value: 2022 | Rap changed: -515105%
Category: Pet Id: Valentines Owl Old Value: 3910 - Value: 159 | Rap changed: -2360%
Category: Pet Id: Valentines Bee Old Value: 2340026 - Value: 2340026 | Rap changed: 0%
Category: Pet Id: Valentines Angelus Old Value: 12753853 - Value: 12753853 | Rap changed: 0%
Category: Pet Id: Valentines Owl Old Value: 3910 - Value: 27042 | Rap changed: 85%
Category: Pet Id: Huge Rave Slime Old Value: 253062137 - Value: 577765483 | Rap changed: 56%
Category: Pet Id: Love Cow Old Value: 334 - Value: 719 | Rap changed: 53%
Category: Pet Id: Lovemelon Old Value: 471086215 - Value: 471086215 | Rap changed: 0%
Category: Pet Id: Huge Valentines Bear Old Value: 199892737 - Value: 96362145 | Rap changed: -108%
Category: Pet Id: Cupcake Hamster Old Value: 2350 - Value: 2350 | Rap changed: 0%
Category: Pet Id: Titanic Jurassic Feline Old Value: 51912191571 - Value: 51912191571 | Rap changed: 0%
Category: Pet Id: Huge Valentines Dominus Old Value: 344594244 - Value: 344594244 | Rap changed: 0%
Category: Pet Id: Huge Valentines Dominus Old Value: 344594244 - Value: 503103510 | Rap changed: 31%
Category: Pet Id: Cupcake Hamster Old Value: 2350 - Value: 6326 | Rap changed: 62%
Category: Pet Id: Huge Lightning Bat Old Value: 25000000000 - Value: 3393904297 | Rap changed: -637%
Category: Pet Id: Kaiju Volcano Old Value: 279141154 - Value: 9233092 | Rap changed: -2924%
Category: Pet Id: Lovemelon Old Value: 471086215 - Value: 11598600 | Rap changed: -3962%
Category: Pet Id: Huge Holographic Monkey Old Value: 2501683567 - Value: 421281752 | Rap changed: -494%
